Instrument,Issuer Name,Industry Sub Sector Description,Country Name,Issuer Country Name,Issue Date,Maturity Date,Preferred RIC,Amount Outstanding,Coupon,FRN Index,Coupon Frequency,Coupon Type Description,Coupon Effective Date,Issuer Rating,Fitchs Rating,Moodys Rating,SP Rating,Price,Yield To Maturity,ISMA Bid Yield,ISMA Ask Yield,Yield To Maturity,Z-Spread,Call Type Description,PUTCALLIND,Option Adjusted Spread,Option Adjusted Spread Bid,Option Value,Option Adjusted Spread,Price (-25bp),Effective Duration,DV01,Convexity,Spread Duration,Price (+25bp),ZC Volatility,Zero Option Adjusted Price,Option Adjusted Convexity,Exercise Type,Duration,Modified Duration,Convexity,Make Whole Call Flag
US37046AAP03,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-11-16,2022-11-20,37046AAP0=,3621000,2.85,,2,Fixed:Plain Vanilla Fixed Coupon,2017-11-16,,,Baa3,BBB,99.4026,3.06968,3.09,3.04,3.06968,144.882273,Ordinary Call,,123.820153,127.8,0.034491,146.979016,99.893948,2.267539,0.022637,-2.390407,2.267539,98.762105,148.254935,,,,2.7435,2.7023,8.8087,
US37045XCB01,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-11-07,2020-11-06,37045XCB0=,850000000,2.45,,2,Fixed:Plain Vanilla Fixed Coupon,2017-11-07,,BBB,Baa3,BBB,100.2271,2.1641,2.17,2.12,2.1641,40.526966,Make Whole Call,,39.658067,42.8,0,62.373127,100.428412,0.796451,0.008019,0.010354,0.796451,100.026439,62.373127,,,,0.8023,0.7938,1.0258,
US37045XCC83,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-11-07,2020-11-06,37045XCC8=,400000000,2.44825,LIUSD3M,4,Floating: Fixed Margin over Index,2019-11-06,,BBB,Baa3,BBB,99.8331,2.623097,2.613,2.563,2.623097,,,,,,,,,0.063889,0.000641,,0.063889,,,,,,0.814,0.0611,0.0033,
US37045XCD66,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-11-07,2024-11-07,37045XCD6=,750000000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2017-11-07,,BBB,Baa3,BBB,102.8516,2.861032,2.86,2.81,2.861032,120.776616,Ordinary Call,,117.545491,119.9,0.064687,121.747514,103.965501,4.285553,0.044357,0.15403,4.285553,101.747663,123.170834,,,,4.3099,4.2501,21.0659,
US37046AAN54,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-10-05,2027-10-20,37046AAN5=,8626000,3.95,,2,Fixed:Plain Vanilla Fixed Coupon,2017-10-05,,,Baa3,BBB,100.0926,3.935325,3.59,3.54,3.935325,178.276924,Ordinary Call,,146.197327,145.9,2.145808,185.003525,100.214502,1.172219,0.011841,-5.516047,1.172219,99.622448,216.944356,,,,0.2639,0.2593,0.1946,
US37046AAM71,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-10-05,2021-10-20,37046AAM7=,8483000,2.65,,2,Fixed:Plain Vanilla Fixed Coupon,2017-10-05,,,Baa3,BBB,99.3736,3.015315,3.04,2.99,3.015315,136.368619,Ordinary Call,,126.931005,130.5,0.000636,146.014984,99.772199,1.644251,0.016441,-0.397815,1.644251,98.95014,146.052383,,,,1.7249,1.6994,3.7682,
US37046AAL98,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-09-28,2025-09-20,37046AAL9=,4577000,3.7,,2,Fixed:Plain Vanilla Fixed Coupon,2017-09-28,,,Baa3,BBB,100.0937,3.680807,3.19,3.14,3.680807,136.486309,Ordinary Call,,136.983719,134.4,1.681573,167.987096,100.138771,0.633743,0.006418,-3.645697,0.633743,99.81789,200.680837,,,,0.1806,0.1778,0.1191,
US37046AAK16,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-09-28,2022-09-20,37046AAK1=,10005000,3,,2,Fixed:Plain Vanilla Fixed Coupon,2017-09-28,,,Baa3,BBB,99.7582,3.093552,3.12,3.07,3.093552,146.526464,Ordinary Call,,128.873654,132.7,0.106389,146.960254,100.050119,1.656301,0.01668,-3.974673,1.656301,99.216104,151.124771,,,,2.5718,2.5329,7.8461,
US37046AAJ43,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-09-21,2027-09-20,37046AAJ4=,3879000,3.95,,2,Fixed:Plain Vanilla Fixed Coupon,2017-09-21,,,Baa3,BBB,100.1082,3.932866,3.36,3.31,3.932866,153.661465,Ordinary Call,,149.651291,146.7,2.124915,184.973663,100.153279,1.034057,0.010481,-6.849269,1.034057,99.629224,216.890092,,,,0.1806,0.1776,0.1189,
US37046AAH86,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-09-21,2020-09-20,37046AAH8=,3834000,2.2,,2,Fixed:Plain Vanilla Fixed Coupon,2017-09-21,,,Baa3,BBB,99.4891,2.957961,2.98,2.93,2.957961,119.653247,Ordinary Call,,116.922745,118.5,-0.000882,140.123888,99.65672,0.67178,0.00673,-0.020353,0.67178,99.320206,139.992777,,,,0.6751,0.6653,0.7731,
US37045XCA28,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-09-20,,37045XCA2=,1000000000,5.75,,2,Floating: Fixed then Floating,2017-09-20,,BB+,Ba2,BB+,101.75,5.47083,5.542,5.461,5.47083,380.496369,Ordinary Call,,300.426931,,0,371.065536,103.335943,6.077928,0.062853,0.452694,6.077928,100.193316,371.065536,,,,6.2495,6.0844,45.3462,
US37046AAG04,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-09-14,2024-09-20,37046AAG0=,2883000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2017-09-14,,,Baa3,BBB,100.0738,3.481967,3.1,3.05,3.481967,127.501128,Ordinary Call,,126.000922,125.4,1.180816,158.482293,100.119769,0.735254,0.007439,-4.428214,0.735254,99.747796,185.81621,,,,0.1806,0.1778,0.1192,
US37046AAF21,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-09-08,2025-09-20,37046AAF2=,4507000,3.7,,2,Fixed:Plain Vanilla Fixed Coupon,2017-09-08,,,Baa3,BBB,100.0476,3.689866,3.23,3.18,3.689866,130.334905,Ordinary Call,,132.398101,132.1,1.754115,167.478005,100.073394,0.517214,0.005235,-3.322249,0.517214,99.811634,201.586052,,,,0.0972,0.0957,0.0563,
US37046AAE55,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-09-08,2020-09-20,37046AAE5=,3960000,2.25,,2,Fixed:Plain Vanilla Fixed Coupon,2017-09-08,,,Baa3,BBB,99.5226,2.958015,2.98,2.93,2.958015,119.638657,Ordinary Call,,116.908671,118.5,-2.00E-06,139.998923,99.691155,0.671669,0.006732,0.007752,0.671669,99.354531,139.998555,,,,0.675,0.6652,0.773,
XS1674925505,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2017-09-06,2024-09-06,US167492550=,350000000,2.25,,1,Fixed:Plain Vanilla Fixed Coupon,2017-09-06,,BBB,Baa3,BBB,100.531,2.116292,2.12,2.07,2.116292,136.395863,Ordinary Call,,126.795057,128.27,0.01924,155.501318,101.603676,4.260354,0.04317,-0.207802,4.260354,99.445164,155.934261,,,,4.1976,4.1542,19.8108,
US37046AAD72,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-08-31,2027-08-20,37046AAD7=,26637000,4.15,,2,Fixed:Plain Vanilla Fixed Coupon,2017-08-31,,BBB,Baa3,BBB,100.0689,4.138814,3.46,3.4,4.138814,152.266493,Ordinary Call,,164.57761,167.2,3.536346,184.250679,100.094982,0.099621,0.001013,0.023465,0.099621,100.04431,237.868517,,,,0.0972,0.0956,0.0561,
US37046AAC99,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-08-31,2022-08-20,37046AAC9=,4579000,2.95,,2,Fixed:Plain Vanilla Fixed Coupon,2017-08-31,,BBB,Baa3,BBB,99.6707,3.08204,3.11,3.05,3.08204,145.33478,Ordinary Call,,123.498947,127.6,0.064588,146.969552,100.01452,1.78724,0.018024,-3.388496,1.78724,99.113298,149.573343,,,,2.4901,2.4526,7.4037,
US37046AAB17,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-08-24,2024-08-20,37046AAB1=,13967000,3.65,,2,Fixed:Plain Vanilla Fixed Coupon,2017-08-24,,,Baa3,BBB,100.0224,3.644038,3.41,1.29,3.644038,45.547801,Ordinary Call,,59.263049,151.8,0.877542,181.65565,100.048393,0.978219,0.009927,-7.006123,0.978219,99.552033,202.437244,,,,0.0972,0.0961,0.0567,
US37046AAA34,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-08-24,2020-08-20,37046AAA3=,8866000,2.3,,2,Fixed:Plain Vanilla Fixed Coupon,2017-08-24,,,Baa3,BBB,99.7028,2.800799,2.83,2.78,2.800799,103.113929,Ordinary Call,,101.950048,104.2,-4.00E-06,125.910274,99.850334,0.585704,0.005894,0.00622,0.585704,99.555658,125.909673,,,,0.5915,0.5834,0.6308,
US37045XBY13,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-06-30,2022-06-30,37045XBY1=,1250000000,3.15,,2,Fixed:Plain Vanilla Fixed Coupon,2017-06-30,,BBB,Baa3,BBB,101.8619,2.366482,2.35,2.3,2.366482,69.686135,Ordinary Call,,68.518233,71.8,0.063425,76.255298,102.445319,2.281226,0.023265,0.056345,2.281226,101.282072,78.894809,,,,2.3071,2.2808,6.424,
US37045XBX30,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-06-30,2022-06-30,37045XBX3=,500000000,3.2705,LIUSD3M,4,Floating: Fixed Margin over Index,2019-12-30,,BBB,Baa3,BBB,100.7689,2.873067,2.901,2.85,2.873067,,,,,,,,,0.211111,0.00213,,0.211111,,,,,,2.4492,0.2083,0.0348,
XS1609252645,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2017-05-10,2021-05-10,US160925264=,1000000000,0.28,EIEUR3M,4,Floating: Fixed Margin over Index,2019-11-11,,BBB,Baa3,BBB,100.245,0.102648,0.103,0.053,0.102648,,,,,,,,,0.075,0.000752,,0.075,,,,,,1.3475,0.0722,0.0058,
US37045XBV73,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-04-13,2020-04-13,37045XBV7=,1000000000,2.65,,2,Fixed:Plain Vanilla Fixed Coupon,2017-04-13,,BBB,Baa3,BBB,100.1474,2.037127,2.05,2,2.037127,20.120138,Make Whole Call,,20.43601,20,0,51.68543,100.208932,0.245983,0.00248,0.001802,0.245983,100.085981,51.68543,,,,0.2444,0.2433,0.1183,
US37045XBW56,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-04-13,2024-04-13,37045XBW5=,1250000000,3.95,,2,Fixed:Plain Vanilla Fixed Coupon,2017-04-13,,BBB,Baa3,BBB,104.3799,2.846966,2.83,2.77,2.846966,117.908948,Ordinary Call,,115.160379,118,0.128911,120.389404,105.369011,3.738114,0.039392,0.131195,3.738114,103.39943,123.546923,,,,3.7772,3.7254,16.4286,
US37045XBU90,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-04-13,2020-04-13,37045XBU9=,1500000000,2.77788,LIUSD3M,4,Floating: Fixed Margin over Index,2020-01-13,,BBB,Baa3,BBB,100.1611,2.267893,2.296,2.247,2.267893,,,,,,,,,0.25,0.002504,,0.25,,,,,,0.2463,0.2472,0.1216,
US37045XBR61,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-01-17,2022-01-14,37045XBR6=,500000000,3.53613,LIUSD3M,4,Floating: Fixed Margin over Index,2019-10-14,,BBB,Baa3,BBB,101.158,2.860826,2.893,2.841,2.860826,,,,,,,,,0.25,0.002529,,0.25,,,,,,1.9942,0.25,0.076,
US37045XBS45,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-01-17,2022-01-14,37045XBS4=,1250000000,3.45,,2,Fixed:Plain Vanilla Fixed Coupon,2017-01-17,,BBB,Baa3,BBB,102.0017,2.418709,2.39,2.34,2.418709,71.912012,Ordinary Call,,70.163687,74,0.06403,81.518464,102.474698,1.850498,0.018875,0.034932,1.850498,101.530929,84.772658,,,,1.8683,1.8466,4.3696,
US37045XBQ88,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2016-10-06,2026-10-06,37045XBQ8=,750000000,4,,2,Fixed:Plain Vanilla Fixed Coupon,2016-10-06,,BBB,Baa3,BBB,105.2242,3.13212,3.12,3.07,3.13212,143.46294,Ordinary Call,,139.777307,141.8,0.12611,138.580595,106.745597,5.685689,0.060446,0.308208,5.685689,103.723282,140.612525,,,,5.731,5.6441,37.2721,
XS1485748393,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2016-09-07,2023-09-07,US148574839=,750000000,0.955,,1,Fixed:Plain Vanilla Fixed Coupon,2016-09-07,,BBB,Baa3,BBB,101.151,0.634587,0.62,0.56,0.634587,83.469666,Ordinary Call,,83.000748,85.07,3.00E-06,119.420147,101.957808,3.370554,0.034207,-1.525024,3.370554,100.247461,119.420228,,,,3.3445,3.3247,14.4598,
US37045XBM74,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2016-07-05,2021-07-06,37045XBM7=,2000000000,3.2,,2,Fixed:Plain Vanilla Fixed Coupon,2016-07-05,,BBB,Baa3,BBB,101.2449,2.337765,2.3,2.25,2.337765,59.686127,Ordinary Call,,57.960138,61.1,0.077903,74.953744,101.59018,1.36012,0.01378,0.024472,1.36012,100.90117,80.306838,,,,1.3736,1.3582,2.5315,
US37045XBK19,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2016-05-09,2023-05-09,37045XBK1=,1200000000,3.7,,2,Fixed:Plain Vanilla Fixed Coupon,2016-05-09,,BBB,Baa3,BBB,103.2627,2.665543,2.63,2.58,2.665543,99.504865,Ordinary Call,,97.039818,99.6,0.17221,102.549604,104.032023,2.948052,0.030639,0.102837,2.948052,102.500057,107.900835,,,,2.9858,2.9476,10.4464,
US37045XBG07,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2016-03-01,2026-03-01,37045XBG0=,1250000000,5.25,,2,Fixed:Plain Vanilla Fixed Coupon,2016-03-01,,BBB,Baa3,BBB,111.2122,3.219318,3.17,3.11,3.219318,149.257729,Ordinary Call,,146.440736,148.6,0.368734,146.492344,112.641663,5.01718,0.05677,0.288634,5.01718,109.803149,152.753775,,,,5.0903,5.0121,30.0826,
US37045XBF24,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2016-03-01,2021-03-01,37045XBF2=,1500000000,4.2,,2,Fixed:Plain Vanilla Fixed Coupon,2016-03-02,,BBB,Baa3,BBB,102.125,2.283247,2.15,2.09,2.283247,39.352726,Ordinary Call,,38.440395,41.9,0.169996,61.085535,102.388207,1.013558,0.010508,0.015488,1.013558,101.862796,76.171764,,,,1.0176,1.007,1.5316,
US37045XBD75,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2015-11-24,2020-11-24,37045XBD7=,1000000000,3.7,,2,Fixed:Plain Vanilla Fixed Coupon,2015-11-24,,BBB,Baa3,BBB,101.1712,2.315912,2.2,2.14,2.315912,41.926358,Ordinary Call,,39.451745,42.3,0.128198,63.099196,101.366528,0.76715,0.007801,0.009713,0.76715,100.976489,78.027533,,,,0.7731,0.7648,0.9662,
US37045XAZ96,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2015-07-13,2025-07-13,37045XAZ9=,800000000,4.3,,2,Fixed:Plain Vanilla Fixed Coupon,2015-07-13,,BBB,Baa3,BBB,106.4681,3.014368,2.98,2.93,3.014368,131.918464,Ordinary Call,,128.776618,131.1,0.231141,131.133613,107.730567,4.714461,0.0502,0.224717,4.714461,105.220587,135.558477,,,,4.7697,4.7007,25.7532,
US37045XAY22,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2015-07-13,2020-07-13,37045XAY2=,1500000000,3.2,,2,Fixed:Plain Vanilla Fixed Coupon,2015-07-13,,BBB,Baa3,BBB,100.461,2.26229,2.12,2.06,2.26229,27.378232,Ordinary Call,,24.961605,28.9,0.086843,54.664544,100.565245,0.414557,0.004165,0.00377,0.414557,100.356992,72.289761,,,,0.4167,0.4124,0.3742,
US37045XAW65,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2015-04-10,2022-04-10,37045XAW6=,1250000000,3.45,,2,Fixed:Plain Vanilla Fixed Coupon,2015-04-10,,BBB,Baa3,BBB,102.2448,2.412809,2.35,2.3,2.412809,67.640004,Ordinary Call,,66.021375,69.8,0.17719,75.506812,102.757306,1.981498,0.020438,0.048038,1.981498,101.735391,83.555439,,,,1.9982,1.9754,4.9696,
US37045XAS53,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2015-01-12,2025-01-15,37045XAS5=,1000000000,4,,2,Fixed:Plain Vanilla Fixed Coupon,2015-01-12,,BBB,Baa3,BBB,105.2458,2.866927,2.83,2.78,2.866927,117.861108,Ordinary Call,,114.874703,117.3,0.204358,118.824023,106.394147,4.259308,0.045675,0.193466,4.259308,104.110419,123.102877,,,,4.3837,4.3235,21.7704,
US37045XAT37,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2015-01-12,2020-01-15,37045XAT3=,250000000,3.56088,LIUSD3M,4,Floating: Fixed Margin over Index,2019-10-15,,BBB,Baa3,BBB,100.0037,2.214958,2.306,2.124,2.214958,,,,,,,,,0.002778,2.80E-05,,0.002778,,,,,,,,,
US37045XAQ97,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2014-09-25,2021-09-25,37045XAQ9=,1250000000,4.375,,2,Fixed:Plain Vanilla Fixed Coupon,2014-09-25,,BBB,Baa3,BBB,103.5041,2.257193,2.27,2.22,2.257193,58.46522,Make Whole Call,,56.474275,61.9,0,69.779012,103.930423,1.617108,0.016952,0.035021,1.617108,103.080071,69.779012,,,,1.6326,1.6146,3.4724,
US37045XAL01,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2014-01-31,2023-05-15,37045XAL0=,749148000,4.25,,2,Fixed:Plain Vanilla Fixed Coupon,2013-11-15,,BBB,Baa3,BBB,105.0278,2.66397,2.68,2.63,2.66397,104.577437,Make Whole Call,,102.453539,106.9766,0,107.753176,105.847434,3.090296,0.032672,0.114428,3.090296,104.215727,107.753176,,,,3.1288,3.0881,11.4539,
USU37047AE46,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2013-05-14,2023-05-15,US093209117=,852000,4.25,,2,Fixed:Plain Vanilla Fixed Coupon,2013-05-14,,BBB,Baa3,BBB,105.0361,2.66143,2.68,2.63,2.66143,104.608468,Make Whole Call,,102.484174,106.98,0,107.81134,105.855814,3.090345,0.032675,0.114432,3.090345,104.223948,107.81134,,,,3.1288,3.0881,11.4538,
US37045XAK28,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2013-05-14,2023-05-15,37045XAK2=,852000,4.25,,2,Fixed:Plain Vanilla Fixed Coupon,2013-05-14,,BBB,Baa3,BBB,105.0278,2.66397,2.68,2.63,2.66397,104.575885,Make Whole Call,,102.452008,107,0,107.753176,105.847434,3.090296,0.032672,0.114428,3.090296,104.215727,107.753176,,,,3.1288,3.0881,11.4539,
US37046ADG76,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2019-03-07,2027-03-20,37046ADG7=,5397000,5,,2,Fixed:Plain Vanilla Fixed Coupon,2019-03-07,,,Baa3,BBB,100.2975,4.949095,3.36,3.31,4.949095,152.028925,Ordinary Call,,152.245273,151.4,8.531734,184.989573,100.342811,0.177694,0.00181,0.001631,0.177694,100.252293,320.601947,,,,0.1806,0.1776,0.1189,
US37046ABY01,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-06-14,2023-06-20,37046ABY0=,2703000,3.85,,2,Fixed:Plain Vanilla Fixed Coupon,2018-06-14,,,Baa3,BBB,100.3416,3.742405,3.08,3.03,3.742405,125.309515,Ordinary Call,,187.261928,186.5,2.120067,149.982007,100.448912,0.426094,0.004286,0.004813,0.426094,100.234591,215.444687,,,,0.4306,0.4242,0.3888,
US37046ABL89,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2018-04-12,2022-04-20,37046ABL8=,3900000,3.5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-04-12,,,Baa3,BBB,100.1307,3.437853,3.02,2.97,3.437853,117.544707,Ordinary Call,,115.455702,114.7,0.859475,146.988744,100.196803,0.264012,0.002665,-0.016648,0.264012,100.063547,186.508608,,,,0.2639,0.26,0.1957,
XS1792505197,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,Eurobond,United States,2018-03-26,2022-03-26,US179250519=,600000000,0.151,EIEUR3M,4,Floating: Fixed Margin over Index,2019-12-27,,BBB,Baa3,BBB,99.338,0.45843,0.444,0.409,0.45843,,,,,,,,,0.2,0.001987,,0.2,,,,,,2.2658,0.1972,0.0101,
US37045XBT28,GENERAL MOTORS FINANCIAL COMPANY INC,Financial - Other,United States,United States,2017-01-17,2027-01-17,37045XBT2=,1250000000,4.35,,2,Fixed:Plain Vanilla Fixed Coupon,2017-01-17,,BBB,Baa3,BBB,106.4794,3.30658,3.3,3.24,3.30658,160.144545,Ordinary Call,,156.179082,158.2,0.132394,154.465082,108.063477,5.789237,0.062882,0.354613,5.789237,104.919396,156.51842,,,,5.8427,5.7493,39.2915,
US37045VAR15,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2018-09-10,2021-09-10,37045VAR1=,450000000,2.7905,LIUSD3M,4,Floating: Fixed Margin over Index,2019-12-10,,BBB,Baa3,BBB,100.0571,2.748731,2.76,2.71,2.748731,,,,,,,,,0.155556,0.001561,,0.155556,,,,,,1.6538,0.1528,-1937.9886,
US37045VAT70,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2018-09-10,2049-04-01,37045VAT7=,900000000,5.95,,2,Fixed:Plain Vanilla Fixed Coupon,2018-09-10,,BBB,Baa3,BBB,112.8184,5.100708,5.15,5.1,5.100708,320.934783,Ordinary Call,,313.856058,308.8,0.111551,295.650597,116.970418,14.126112,0.161773,3.008988,14.126112,108.881752,296.3372,,,,14.7163,14.3525,309.2492,
US37045VAS97,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2018-09-10,2028-10-01,37045VAS9=,750000000,5,,2,Fixed:Plain Vanilla Fixed Coupon,2018-09-10,,BBB,Baa3,BBB,109.3313,3.73481,3.73,3.68,3.73481,199.556712,Ordinary Call,,195.160112,197.1,0.206423,191.933814,111.255314,6.877187,0.076173,0.568835,6.877187,107.446664,194.584837,,,,6.9912,6.8649,56.6617,
US37045VAM28,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2017-08-07,2020-08-07,37045VAM2=,500000000,2.6935,LIUSD3M,4,Floating: Fixed Margin over Index,2019-11-07,,BBB,Baa3,BBB,100.1563,2.390849,2.389,2.289,2.390849,,,,,,,,,0.066667,0.000671,,0.066667,,,,,,0.5652,0.0639,0.0142,
US37045VAN01,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2017-08-07,2027-10-01,37045VAN0=,750000000,4.2,,2,Fixed:Plain Vanilla Fixed Coupon,2017-08-07,,BBB,Baa3,BBB,104.7858,3.486404,,,3.486404,177.820477,Ordinary Call,,173.430827,,0.112481,170.592502,106.48728,6.368763,0.067501,0.42141,6.368763,103.112235,172.222997,,,,6.4365,6.3276,47.1836,
US37045VAP58,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2017-08-07,2038-04-01,37045VAP5=,1000000000,5.15,,2,Fixed:Plain Vanilla Fixed Coupon,2017-08-07,,BBB,Baa3,BBB,103.8578,4.828561,4.88,4.82,4.828561,296.76558,Ordinary Call,,289.217778,285.5,0.102759,284.430221,106.953768,11.537502,0.121526,1.756558,11.537502,100.877469,285.267604,,,,11.7904,11.5142,175.9849,
US37045VAQ32,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2017-08-07,2048-04-01,37045VAQ3=,750000000,5.4,,2,Fixed:Plain Vanilla Fixed Coupon,2017-08-07,,BBB,Baa3,BBB,105.1047,5.057786,5.11,5.06,5.057786,316.670686,Ordinary Call,,309.481855,304.8,0.079859,292.048659,109.003535,14.248284,0.151958,2.997374,14.248284,101.405658,292.572195,,,,14.8006,14.4375,307.6511,
US37045VAL45,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2016-02-23,2046-04-01,37045VAL4=,750000000,6.75,,2,Fixed:Plain Vanilla Fixed Coupon,2016-02-23,,BBB,Baa3,BBB,119.7284,5.342002,5.4,5.34,5.342002,346.159288,Ordinary Call,,338.47045,332.5,0.161805,324.78552,123.751855,12.917196,0.15715,2.490925,12.917196,115.894348,325.808747,,,,13.4276,13.0806,254.6954,
US37045VAK61,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2016-02-23,2036-04-01,37045VAK6=,1250000000,6.6,,2,Fixed:Plain Vanilla Fixed Coupon,2016-02-23,,BBB,Baa3,BBB,119.6993,4.832723,4.85,4.8,4.832723,297.408636,Ordinary Call,,290.879242,286,0.34836,287.624257,122.827066,10.122574,0.123078,1.337401,10.122574,116.673166,290.404194,,,,10.3834,10.1414,137.2113,
US37045VAH33,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2014-11-12,2035-04-01,37045VAH3=,750000000,5,,2,Fixed:Plain Vanilla Fixed Coupon,2014-11-12,,BBB,Baa3,BBB,104.6724,4.569857,4.62,4.57,4.569857,273.637139,Make Whole Call,,268.421252,275.7,0,264.85493,107.51088,10.555724,0.111999,1.424704,10.555724,101.928398,264.85493,,,,10.801,10.561,143.294,
US37045VAJ98,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2014-11-12,2045-04-01,37045VAJ9=,1250000000,5.2,,2,Fixed:Plain Vanilla Fixed Coupon,2014-11-12,,BBB,Baa3,BBB,102.9985,4.989145,5.05,4.99,4.989145,310.239832,Make Whole Call,,303.878085,312.3,0,289.663292,106.685321,13.936643,0.145619,2.73406,13.936643,99.490224,289.663292,,,,14.3015,13.9552,279.5163,
US37045VAG59,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2014-11-12,2025-04-01,37045VAG5=,500000000,4,,2,Fixed:Plain Vanilla Fixed Coupon,2014-11-12,,BBB,Baa3,BBB,105.0435,2.948574,2.97,2.92,2.948574,130.7631,Make Whole Call,,128.562073,133.1,0,130.356812,106.286694,4.652378,0.049403,0.253849,4.652378,103.817153,130.356812,,,,4.7186,4.6506,25.3792,
US37045VAF76,GENERAL MOTORS CO,Automotive Manufacturer,United States,United States,2014-07-21,2043-10-02,37045VAF7=,1499952000,6.25,,2,Fixed:Plain Vanilla Fixed Coupon,2014-04-02,,BBB,Baa3,BBB,114.1363,5.204695,5.27,5.22,5.204695,333.399831,Make Whole Call,,326.501226,335.5,0,315.015411,117.901386,12.838182,0.148804,2.34347,12.838182,110.540979,315.015411,,,,13.1869,12.854,239.1864,
